Year,State,Continuum of Care (CoC),HUD CoC Number,"2015 CoC Award Amount 
($0 indicates that an application was not submitted)",AHAR Part 1 CoC Category,Total Non-DV Beds on 2016 HIC ES+TH,Total Non-DV HMIS Beds on 2016 HIC ES+TH,2015 Bed coverage Percent on HMIS for ES-TH Combined,ES-SH Avg (Days),ES-SH Median (Days),ES-SH-TH Avg (Days),ES-SH-TH Median (Days),Total Persons Exited (SO+ES+TH+SH+PH),Total Persons Returns in 6 mths,Total Persons Returns in 12 mths (should include the 6-month cohort),Total Persons Returns in 24 mths (should include both the 6- and 12-month cohort),Percent Returns in 6 mths,Percent Returns in 12 mths (should include the 6-month cohort),Percent Returns in 24 mths (should include both the 6- and 12-month cohort),Total HMIS Count,Total Stayers (persons),Total Stayers increased earned income,Percent Stayers increased earned income,Total Stayers increased non-employment cash income,Percent Stayers increased non-employment cash income,Total Stayers increased total income,Percent Stayers increased total income,Total Leavers (persons),Total Leavers increased earned income,Percent Leavers increased earned income,Total Leavers increased non-employment cash income,Percent Leavers increased non-employment cash income,Total Leavers increased total income,Percent Leavers increased total income,ES-SH-TH 1st Time Homeless,ES-SH-TH-PH 1st Time Homeless,Total Persons Exiting Street Outreach,Total Persons Exited to Temporary Housing,Total Persons Exited to Permanent Housing,Percent with Successful SO Outcome,"Total Persons Exiting ES, TH, SH, PH-RRH","Total Persons Exiting ES, TH, SH, PH-RRH to Permanent Housing",Percent with Successful Exit,Total Persons Exiting PH (but not including PH-RRH),Total Persons Exiting PH (but not including PH-RRH) Residing in PH for 6mos or more or exiting to Permanent Housing,Percent with Successful Retention or Exit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MN,St. Cloud/Central Minnesota CoC,MN-505,1348207,"Smaller Cities, Counties, and Regional CoCs",571,415,0.726795096,32,15,109,36,743,32,59,110,4.31E-02,7.94E-02,0.148048452,1595,68,10,0.147058824,17,0.25,25,0.367647059,53,14,0.264150943,8,0.150943396,21,0.396226415,1184,1479,110,12,40,0.472727273,1228,546,0.444625407,564,513,0.909574468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MN,Northwest Minnesota CoC,MN-506,672592,"Smaller Cities, Counties, and Regional CoCs",266,266,1,32,18,119,30,603,51,77,103,8.46E-02,0.127694859,0.170812604,1168,47,1,2.13E-02,9,0.191489362,9,0.191489362,30,4,0.133333333,8,0.266666667,12,0.4,732,880,685,15,55,0.102189781,912,415,0.45504386,439,378,0.861047836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MN,Moorhead/West Central Minnesota CoC,MN-508,801583,"Smaller Cities, Counties, and Regional CoCs",174,174,1,34,18,83,29,381,11,18,32,2.89E-02,4.72E-02,8.40E-02,1047,93,11,0.11827957,29,0.311827957,37,0.397849462,15,1,6.67E-02,6,0.4,7,0.466666667,772,927,36,8,15,0.638888889,606,260,0.429042904,673,633,0.940564636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MN,Duluth/St.Louis County CoC,MN-509,2963567,"Smaller Cities, Counties, and Regional CoCs",324,271,0.836419753,27,10,85,21,777,60,96,153,7.72E-02,0.123552124,0.196911197,1505,257,20,7.78E-02,29,0.112840467,39,0.151750973,176,35,0.198863636,28,0.159090909,57,0.323863636,980,1232,216,17,157,0.805555556,1365,513,0.375824176,913,810,0.887185104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MN,Southwest Minnesota CoC,MN-511,969625,"Smaller Cities, Counties, and Regional CoCs",107,92,0.859813084,24,18,65,26,379,14,25,34,3.69E-02,6.60E-02,8.97E-02,442,56,9,0.160714286,15,0.267857143,20,0.357142857,63,13,0.206349206,9,0.142857143,20,0.317460317,350,459,0,0,0,NA,372,244,0.655913978,214,190,0.887850467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MO,St. Louis County CoC,MO-500,1928309,"Smaller Cities, Counties, and Regional CoCs",352,216,0.613636364,38,20,77,28,380,23,37,45,6.05E-02,9.74E-02,0.118421053,1437,132,9,6.82E-02,21,0.159090909,30,0.227272727,39,15,0.384615385,8,0.205128205,21,0.538461538,1156,1443,25,23,1,0.96,1369,636,0.464572681,358,346,0.966480447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MO,St.Louis City CoC,MO-501,11487718,"Smaller Cities, Counties, and Regional CoCs",1159,971,0.837791199,73,40,127,60,955,50,100,160,5.24E-02,0.104712042,0.167539267,3160,917,71,7.74E-02,168,0.183206107,207,0.225736096,304,66,0.217105263,66,0.217105263,124,0.407894737,1980,2328,286,42,54,0.335664336,2582,1011,0.391556933,1637,1608,0.982284667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MO,"St. Charles City & County, Lincoln, Warren Counties CoC",MO-503,334324,"Smaller Cities, Counties, and Regional CoCs",207,101,0.487922705,40,18,63,23,132,11,12,15,8.33E-02,9.09E-02,0.113636364,574,65,4,6.15E-02,18,0.276923077,22,0.338461538,131,15,0.114503817,11,8.40E-02,25,0.190839695,438,603,24,6,8,0.583333333,600,335,0.558333333,81,76,0.938271605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MO,"Springfield/Greene, Christian, Webster Counties CoC",MO-600,950006,"Smaller Cities, Counties, and Regional CoCs",195,184,0.943589744,54,23,62,26,357,22,28,40,6.16E-02,7.84E-02,0.112044818,820,105,7,6.67E-02,16,0.152380952,19,0.180952381,114,11,9.65E-02,11,9.65E-02,20,0.175438596,571,845,127,4,10,0.11023622,829,311,0.375150784,166,151,0.909638554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MO,"Joplin/Jasper, Newton Counties CoC",MO-602,560852,"Smaller Cities, Counties, and Regional CoCs",285,111,0.389473684,72,38,184,109,380,19,27,52,0.05,7.11E-02,0.136842105,241,28,4,0.142857143,2,7.14E-02,5,0.178571429,43,6,0.139534884,5,0.11627907,11,0.255813953,121,332,0,0,0,NA,350,239,0.682857143,128,116,0.90625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MO,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",MO-603,1239738,"Smaller Cities, Counties, and Regional CoCs",108,108,1,82,9,110,10,1052,315,492,584,0.299429658,0.467680608,0.55513308,581,129,13,0.100775194,39,0.302325581,51,0.395348837,811,77,9.49E-02,28,3.45E-02,98,0.120838471,413,550,979,297,539,0.853932584,974,467,0.479466119,225,188,0.835555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MO,Kansas City/Independence/Lee's Summit/Jackson County CoC,MO-604M,13179385,Major Cities,1499,1381,0.921280854,86,52,207,66,436,45,75,122,0.103211009,0.172018349,0.279816514,1574,792,56,7.07E-02,210,0.265151515,251,0.316919192,1103,155,0.140525839,86,7.80E-02,208,0.188576609,1013,1788,14,5,6,0.785714286,1555,946,0.608360129,1128,1021,0.905141844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MO,Missouri Balance of State CoC,MO-606,4978996,Balance of State and Statewide CoCs,732,418,0.571038251,46,21,65,23,1320,76,107,152,5.76E-02,8.11E-02,0.115151515,1903,424,29,6.84E-02,77,0.181603774,100,0.235849057,270,38,0.140740741,45,0.166666667,45,0.166666667,1445,2369,487,43,402,0.9137577,2418,1322,0.546732837,1234,1143,0.926256078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MP,Northern Mariana Islands CoC,MP-500,0,Balance of State and Statewide CoCs,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,42,0,0,0,NA,33,18,0.545454545,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MS,"Jackson/Rankin, Madison Counties CoC",MS-500,917234,"Smaller Cities, Counties, and Regional CoCs",400,318,0.795,1991,5,3524,10,293,18,22,33,6.14E-02,7.51E-02,0.112627986,1418,56,0,0,0,0,0,0,129,12,9.30E-02,12,9.30E-02,17,0.131782946,1069,1292,0,0,0,NA,1288,248,0.192546584,318,295,0.927672956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MS,Mississippi Balance of State CoC,MS-501,3120635,Balance of State and Statewide CoCs,525,291,0.554285714,45,17,70,26,924,28,42,84,3.03E-02,4.55E-02,9.09E-02,1066,8,2,0.25,1,0.125,3,0.375,514,109,0.212062257,38,7.39E-02,133,0.258754864,768,2039,57,12,23,0.614035088,2236,1606,0.718246869,146,121,0.828767123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MS,Gulf Port/Gulf Coast Regional CoC,MS-503,805392,"Smaller Cities, Counties, and Regional CoCs",48,48,1,51,5,51,5,716,7,12,22,9.78E-03,1.68E-02,3.07E-02,273,20,3,0.15,6,0.3,7,0.35,27,6,0.222222222,11,0.407407407,17,0.62962963,191,691,513,16,412,0.834307992,706,433,0.613314448,127,119,0.937007874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MT,Montana Statewide CoC,MT-500,2434677,Balance of State and Statewide CoCs,996,145,0.145582329,99,25,158,61,823,6,10,12,7.29E-03,1.22E-02,1.46E-02,555,247,58,0.234817814,1,4.05E-03,59,0.238866397,408,59,0.144607843,2,4.90E-03,59,0.144607843,323,1454,2,0,0,0,1557,1116,0.716763006,7,3,0.428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NC,Winston-Salem/Forsyth County CoC,NC-500,1956291,"Smaller Cities, Counties, and Regional CoCs",443,324,0.731376975,61,32,73,36,800,63,87,137,7.88E-02,0.10875,0.17125,1868,42,2,4.76E-02,9,0.214285714,10,0.238095238,248,14,5.65E-02,38,0.153225806,50,0.201612903,1330,1361,0,0,0,NA,1699,457,0.268981754,284,278,0.978873239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NC,Asheville/Buncombe County CoC,NC-501,1254274,"Smaller Cities, Counties, and Regional CoCs",474,299,0.630801688,43,24,145,78,819,83,121,230,0.101343101,0.147741148,0.280830281,1110,89,4,4.49E-02,53,0.595505618,57,0.640449438,15,1,6.67E-02,10,0.666666667,11,0.733333333,686,836,66,11,19,0.454545455,979,633,0.646578141,625,591,0.9456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NC,Durham City & County CoC,NC-502,1247410,"Smaller Cities, Counties, and Regional CoCs",305,305,1,92,64,111,71,647,56,71,107,8.66E-02,0.109737249,0.165378671,1169,122,7,5.74E-02,23,0.18852459,26,0.213114754,69,10,0.144927536,12,0.173913043,20,0.289855072,728,839,0,0,0,NA,890,405,0.45505618,366,355,0.969945355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NC,North Carolina Balance of State CoC,NC-503,8286424,Balance of State and Statewide CoCs,2316,1460,0.630397237,61,32,77,37,2900,176,308,428,6.07E-02,0.106206897,0.147586207,6258,638,33,5.17E-02,126,0.197492163,146,0.228840125,261,41,0.157088123,47,0.180076628,83,0.318007663,4432,5456,95,16,21,0.389473684,6254,2709,0.433162776,1640,1618,0.986585366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NC,"Greensboro, High Point CoC",NC-504,1991106,"Smaller Cities, Counties, and Regional CoCs",481,449,0.933471933,67,42,84,55,1598,135,230,317,8.45E-02,0.143929912,0.198372966,2398,163,32,0.196319018,32,0.196319018,37,0.226993865,101,39,0.386138614,23,0.227722772,39,0.386138614,1677,1757,24,1,9,0.416666667,1949,1123,0.576192919,384,332,0.864583333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NC,Charlotte/Mecklenberg CoC,NC-505,3685454,Major Cities,1107,1083,0.978319783,77,38,94,46,2343,234,343,473,9.99E-02,0.146393513,0.201877934,5104,318,23,7.23E-02,145,0.455974843,163,0.512578616,119,13,0.109243697,30,0.25210084,42,0.352941176,2956,3371,72,2,15,0.236111111,4314,2551,0.591330552,1087,1018,0.936522539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NC,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",NC-506,656683,"Smaller Cities, Counties, and Regional CoCs",353,275,0.779036827,40,23,73,33,444,58,80,111,0.130630631,0.18018018,0.25,1222,49,4,8.16E-02,31,0.632653061,32,0.653061224,67,31,0.462686567,20,0.298507463,46,0.686567164,892,925,1,0,1,1,1053,483,0.458689459,106,102,0.962264151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NC,Raleigh/Wake County CoC,NC-507,3247452,Major Cities,692,692,1,49,19,63,23,1459,155,318,458,0.106237149,0.217957505,0.313913639,4423,322,33,0.102484472,79,0.245341615,100,0.310559006,95,31,0.326315789,21,0.221052632,51,0.536842105,2892,3170,148,6,21,0.182432432,4097,992,0.242128387,682,665,0.975073314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NC,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",NC-509,779167,"Smaller Cities, Counties, and Regional CoCs",151,92,0.609271523,49,30,52,30,341,18,22,41,5.28E-02,6.45E-02,0.120234604,731,54,0,0,4,7.41E-02,4,7.41E-02,39,2,5.13E-02,5,0.128205128,7,0.179487179,568,620,0,0,0,NA,680,391,0.575,134,130,0.970149254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NC,Fayetteville/Cumberland County CoC,NC-511,703508,"Smaller Cities, Counties, and Regional CoCs",149,132,0.88590604,41,38,403,430,99,12,19,29,0.121212121,0.191919192,0.292929293,159,12,4,0.333333333,2,0.166666667,5,0.416666667,27,11,0.407407407,8,0.296296296,14,0.518518519,51,276,50,8,20,0.56,342,285,0.833333333,149,148,0.993288591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NC,Chapel Hill/Orange County CoC,NC-513,664478,"Smaller Cities, Counties, and Regional CoCs",91,91,1,82,34,140,86,102,2,3,5,1.96E-02,2.94E-02,4.90E-02,297,55,2,3.64E-02,7,0.127272727,9,0.163636364,4,1,0.25,0,0,1,0.25,183,196,0,0,0,NA,231,81,0.350649351,109,105,0.963302752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NC,Northwest North Carolina CoC,NC-516,273671,"Smaller Cities, Counties, and Regional CoCs",61,54,0.885245902,50,29,78,36,115,15,22,26,0.130434783,0.191304348,0.226086957,404,30,2,6.67E-02,7,0.233333333,9,0.3,33,2,6.06E-02,2,6.06E-02,4,0.121212121,256,269,0,0,0,NA,342,95,0.277777778,52,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,ND,North Dakota Statewide CoC,ND-500,1761315,Balance of State and Statewide CoCs,702,690,0.982905983,405,95,339,72,2252,200,286,406,8.88E-02,0.126998224,0.180284192,3057,219,23,0.105022831,44,0.200913242,50,0.228310502,146,34,0.232876712,31,0.212328767,54,0.369863014,1770,2059,116,73,33,0.913793103,2266,666,0.293909974,595,592,0.994957983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,Nebraska Balance of State CoC,NE-500,1989734,Balance of State and Statewide CoCs,578,421,0.728373702,35,18,71,25,1275,101,157,205,7.92E-02,0.123137255,0.160784314,2207,95,19,0.2,9,9.47E-02,20,0.210526316,169,75,0.443786982,24,0.142011834,87,0.514792899,1619,2013,14,0,8,0.571428571,2275,1242,0.545934066,178,171,0.960674157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,"Omaha, Council Bluffs CoC",NE-501,4543501,Major Cities,1230,734,0.596747967,53,19,72,24,1899,223,384,554,0.117430226,0.20221169,0.291732491,6216,199,13,6.53E-02,71,0.35678392,80,0.40201005,592,129,0.217905405,80,0.135135135,196,0.331081081,3774,4078,406,51,141,0.472906404,5905,1601,0.271126164,555,507,0.913513514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,Lincoln CoC,NE-502,2256141,"Smaller Cities, Counties, and Regional CoCs",539,539,1,63,29,100,47,573,44,80,121,7.68E-02,0.139616056,0.211169284,2230,85,4,4.71E-02,10,0.117647059,10,0.117647059,163,24,0.147239264,26,0.159509202,42,0.257668712,1314,1448,174,35,49,0.482758621,1865,475,0.254691689,356,322,0.904494382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NH,New Hampshire Balance of State CoC,NH-500,3751496,Balance of State and Statewide CoCs,566,505,0.892226148,85,42,115,51,1809,219,287,355,0.12106136,0.158651189,0.196241017,2056,170,17,0.1,65,0.382352941,76,0.447058824,154,29,0.188311688,29,0.188311688,55,0.357142857,1371,1746,151,35,33,0.450331126,1897,976,0.514496574,376,356,0.946808511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NH,Manchester CoC,NH-501,1479633,"Smaller Cities, Counties, and Regional CoCs",377,367,0.973474801,46,12,119,23,896,55,70,119,6.14E-02,7.81E-02,0.1328125,1694,77,10,0.12987013,24,0.311688312,29,0.376623377,171,29,0.169590643,30,0.175438596,55,0.321637427,1118,1509,40,9,7,0.4,1582,483,0.305309735,360,340,0.944444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NH,Nashua/Hillsborough County CoC,NH-502,1814588,"Smaller Cities, Counties, and Regional CoCs",266,226,0.84962406,55,30,168,63,645,29,45,67,4.50E-02,6.98E-02,0.103875969,762,117,5,4.27E-02,37,0.316239316,41,0.35042735,32,2,6.25E-02,19,0.59375,20,0.625,453,805,5,1,4,1,770,395,0.512987013,253,242,0.956521739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NJ,Atlantic City & County CoC,NJ-500,555007,"Smaller Cities, Counties, and Regional CoCs",333,333,1,49,9,59,10,592,26,46,70,4.39E-02,7.77E-02,0.118243243,1647,22,1,4.55E-02,0,0,1,4.55E-02,26,1,3.85E-02,6,0.230769231,7,0.269230769,1108,1802,327,138,125,0.804281346,1641,389,0.237050579,131,120,0.916030534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NJ,Bergen County CoC,NJ-501,4869363,"Smaller Cities, Counties, and Regional CoCs",292,292,1,72,38,158,79,413,24,29,44,5.81E-02,7.02E-02,0.10653753,879,188,19,0.10106383,80,0.425531915,94,0.5,85,49,0.576470588,11,0.129411765,58,0.682352941,586,617,0,0,0,NA,605,311,0.514049587,346,329,0.950867052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NJ,Burlington County CoC,NJ-502,511508,"Smaller Cities, Counties, and Regional CoCs",417,246,0.589928058,120,47,137,50,365,7,20,40,1.92E-02,5.48E-02,0.109589041,1643,64,0,0,5,7.81E-02,5,7.81E-02,6,1,0.166666667,1,0.166666667,2,0.333333333,1223,1314,38,11,6,0.447368421,1320,392,0.296969697,133,131,0.984962406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NJ,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",NJ-503,3451535,"Smaller Cities, Counties, and Regional CoCs",667,638,0.956521739,51,16,70,21,1415,152,190,253,0.107420495,0.134275618,0.178798587,4080,153,6,3.92E-02,30,0.196078431,35,0.22875817,21,3,0.142857143,7,0.333333333,10,0.476190476,2898,3364,391,50,41,0.232736573,3768,1097,0.291135881,590,582,0.986440678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
