Year,State,Continuum of Care (CoC),HUD CoC Number,"2015 CoC Award Amount 
($0 indicates that an application was not submitted)",AHAR Part 1 CoC Category,Total Non-DV Beds on 2016 HIC ES+TH,Total Non-DV HMIS Beds on 2016 HIC ES+TH,2015 Bed coverage Percent on HMIS for ES-TH Combined,ES-SH Avg (Days),ES-SH Median (Days),ES-SH-TH Avg (Days),ES-SH-TH Median (Days),Total Persons Exited (SO+ES+TH+SH+PH),Total Persons Returns in 6 mths,Total Persons Returns in 12 mths (should include the 6-month cohort),Total Persons Returns in 24 mths (should include both the 6- and 12-month cohort),Percent Returns in 6 mths,Percent Returns in 12 mths (should include the 6-month cohort),Percent Returns in 24 mths (should include both the 6- and 12-month cohort),Total HMIS Count,Total Stayers (persons),Total Stayers increased earned income,Percent Stayers increased earned income,Total Stayers increased non-employment cash income,Percent Stayers increased non-employment cash income,Total Stayers increased total income,Percent Stayers increased total income,Total Leavers (persons),Total Leavers increased earned income,Percent Leavers increased earned income,Total Leavers increased non-employment cash income,Percent Leavers increased non-employment cash income,Total Leavers increased total income,Percent Leavers increased total income,ES-SH-TH 1st Time Homeless,ES-SH-TH-PH 1st Time Homeless,Total Persons Exiting Street Outreach,Total Persons Exited to Temporary Housing,Total Persons Exited to Permanent Housing,Percent with Successful SO Outcome,"Total Persons Exiting ES, TH, SH, PH-RRH","Total Persons Exiting ES, TH, SH, PH-RRH to Permanent Housing",Percent with Successful Exit,Total Persons Exiting PH (but not including PH-RRH),Total Persons Exiting PH (but not including PH-RRH) Residing in PH for 6mos or more or exiting to Permanent Housing,Percent with Successful Retention or Exit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NJ,Newark/Essex County CoC,NJ-504,6035911,"Smaller Cities, Counties, and Regional CoCs",1905,1847,0.969553806,85,45,104,58,2083,67,128,213,3.22E-02,6.14E-02,0.102256361,6108,474,30,6.33E-02,114,0.240506329,137,0.289029536,225,25,0.111111111,37,0.164444444,58,0.257777778,4386,4753,612,33,19,8.50E-02,4923,2146,0.435913061,1525,1450,0.950819672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NJ,"Jersey City, Bayonne/Hudson County CoC",NJ-506,6389936,"Smaller Cities, Counties, and Regional CoCs",368,367,0.997282609,64,23,68,25,856,101,136,182,0.117990654,0.158878505,0.212616822,2917,140,15,0.107142857,22,0.157142857,35,0.25,69,21,0.304347826,22,0.31884058,36,0.52173913,1960,2190,719,3,31,4.73E-02,2539,1125,0.44308783,391,378,0.966751918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NJ,New Brunswick/Middlesex County CoC,NJ-507,3028900,"Smaller Cities, Counties, and Regional CoCs",200,171,0.855,111,90,124,98,435,6,16,27,1.38E-02,3.68E-02,6.21E-02,601,89,9,0.101123596,30,0.337078652,37,0.415730337,109,19,0.174311927,22,0.201834862,36,0.330275229,399,716,34,26,3,0.852941176,662,435,0.657099698,311,306,0.98392283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NJ,Monmouth County CoC,NJ-508,3381878,"Smaller Cities, Counties, and Regional CoCs",188,170,0.904255319,26,18,62,30,209,12,17,20,5.74E-02,8.13E-02,9.57E-02,1011,173,19,0.10982659,63,0.36416185,75,0.433526012,58,5,8.62E-02,23,0.396551724,27,0.465517241,717,817,919,13,8,2.29E-02,922,206,0.223427332,455,416,0.914285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NJ,Morris County CoC,NJ-509,1721613,"Smaller Cities, Counties, and Regional CoCs",222,222,1,97,43,142,72,232,19,25,39,8.19E-02,0.107758621,0.168103448,1092,27,2,7.41E-02,4,0.148148148,6,0.222222222,48,13,0.270833333,9,0.1875,22,0.458333333,718,790,183,14,6,0.109289617,823,291,0.353584447,231,218,0.943722944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NJ,Lakewood Township/Ocean County CoC,NJ-510,574359,"Smaller Cities, Counties, and Regional CoCs",61,24,0.393442623,26,19,54,21,69,2,5,9,2.90E-02,7.25E-02,0.130434783,170,11,2,0.181818182,3,0.272727273,4,0.363636364,6,0,0,0,0,0,0,151,190,18,0,3,0.166666667,111,58,0.522522523,92,87,0.945652174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NJ,Paterson/Passaic County CoC,NJ-511,4137117,"Smaller Cities, Counties, and Regional CoCs",325,260,0.8,102,54,109,57,623,4,19,30,6.42E-03,3.05E-02,4.82E-02,1003,188,13,6.91E-02,54,0.287234043,65,0.345744681,15,3,0.2,9,0.6,12,0.8,711,1006,306,8,3,3.59E-02,902,712,0.789356984,623,603,0.967897271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NJ,Salem County CoC,NJ-512,135510,"Smaller Cities, Counties, and Regional CoCs",29,29,1,0,0,1415,173,23,1,1,2,4.35E-02,4.35E-02,8.70E-02,10,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,1,0,0,0,11,5,0.454545455,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NJ,Somerset County CoC,NJ-513,412830,"Smaller Cities, Counties, and Regional CoCs",268,209,0.779850746,87,76,149,102,122,0,1,11,0,8.20E-03,9.02E-02,363,10,0,0,3,0.3,3,0.3,4,0,0,0,0,0,0,333,362,29,7,6,0.448275862,323,146,0.452012384,107,103,0.962616822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NJ,Trenton/Mercer County CoC,NJ-514,3884113,"Smaller Cities, Counties, and Regional CoCs",364,359,0.986263736,45,22,57,26,1616,45,84,117,2.78E-02,5.20E-02,7.24E-02,2122,140,4,2.86E-02,77,0.55,80,0.571428571,98,11,0.112244898,7,7.14E-02,17,0.173469388,1343,1686,34,10,5,0.441176471,2062,691,0.335111542,656,612,0.932926829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NJ,Elizabeth/Union County CoC,NJ-515,4114982,"Smaller Cities, Counties, and Regional CoCs",299,299,1,72,33,99,49,759,37,76,122,4.87E-02,0.100131752,0.160737813,1360,133,5,3.76E-02,59,0.443609023,59,0.443609023,57,8,0.140350877,32,0.561403509,38,0.666666667,971,1322,174,16,78,0.540229885,1206,612,0.507462687,605,589,0.973553719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NJ,"Warren, Sussex, Hunterdon Counties CoC",NJ-516,1174640,"Smaller Cities, Counties, and Regional CoCs",177,168,0.949152542,58,22,89,38,440,29,44,62,6.59E-02,0.1,0.140909091,1232,51,4,7.84E-02,7,0.137254902,11,0.215686275,26,7,0.269230769,5,0.192307692,11,0.423076923,907,1031,7,1,3,0.571428571,1113,320,0.287511231,73,66,0.904109589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NM,Albuquerque CoC,NM-500,5432713,Major Cities,608,379,0.623355263,42,27,66,35,1260,108,167,248,8.57E-02,0.132539683,0.196825397,2669,411,34,8.27E-02,76,0.184914842,96,0.233576642,218,31,0.142201835,67,0.30733945,91,0.417431193,1837,2389,34,11,16,0.794117647,2661,897,0.337091319,1310,1213,0.925954198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NM,New Mexico Balance of State CoC,NM-501,4978569,Balance of State and Statewide CoCs,539,299,0.554730983,40,19,69,23,985,73,109,154,7.41E-02,0.110659898,0.156345178,1642,318,27,8.49E-02,91,0.286163522,101,0.317610063,252,35,0.138888889,78,0.30952381,105,0.416666667,1212,1793,173,20,4,0.138728324,1809,685,0.378662244,803,744,0.926525529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NV,Las Vegas/Clark County CoC,NV-500,13204268,Major Cities,1998,1820,0.910910911,35,9,59,14,3985,483,663,933,0.121204517,0.166373902,0.23412798,10757,436,16,3.67E-02,84,0.19266055,96,0.220183486,1005,173,0.172139303,141,0.140298507,304,0.302487562,8338,9599,889,33,34,7.54E-02,11542,3349,0.290157685,1015,917,0.903448276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NV,"Reno, Sparks/Washoe County CoC",NV-501,1654208,"Smaller Cities, Counties, and Regional CoCs",880,637,0.723863636,54,35,88,48,1444,236,340,430,0.163434903,0.235457064,0.297783934,3109,113,2,1.77E-02,24,0.212389381,26,0.230088496,27,1,3.70E-02,5,0.185185185,5,0.185185185,2203,2462,678,181,37,0.321533923,2837,780,0.274938315,552,477,0.864130435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NV,Nevada Balance of State CoC,NV-502,539475,Balance of State and Statewide CoCs,121,104,0.859504132,41,26,87,31,426,20,26,34,4.69E-02,6.10E-02,7.98E-02,442,20,3,0.15,5,0.25,7,0.35,82,21,0.256097561,5,6.10E-02,26,0.317073171,364,506,14,1,12,0.928571429,516,177,0.343023256,223,212,0.950672646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,"Rochester, Irondequoit, Greece/Monroe County CoC",NY-500,12080024,"Smaller Cities, Counties, and Regional CoCs",588,467,0.794217687,25,18,32,20,2605,228,378,653,8.75E-02,0.145105566,0.250671785,5422,849,71,8.36E-02,250,0.294464075,285,0.335689046,412,72,0.174757282,183,0.444174757,232,0.563106796,3890,4085,78,17,31,0.615384615,4827,2091,0.433188316,1953,1809,0.926267281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",NY-501,1497301,"Smaller Cities, Counties, and Regional CoCs",95,94,0.989473684,33,20,60,25,716,36,50,70,5.03E-02,6.98E-02,9.78E-02,847,64,6,9.38E-02,31,0.484375,35,0.546875,78,12,0.153846154,20,0.256410256,30,0.384615385,660,998,8,0,4,0.5,995,622,0.625125628,218,203,0.931192661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,Albany City & County CoC,NY-503,4935437,"Smaller Cities, Counties, and Regional CoCs",448,274,0.611607143,51,30,69,34,1054,69,124,181,6.55E-02,0.117647059,0.171726755,2018,310,42,0.135483871,62,0.2,96,0.309677419,132,38,0.287878788,21,0.159090909,56,0.424242424,1351,1602,81,10,34,0.543209877,1843,685,0.371676614,1084,1053,0.971402214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,Cattaragus County CoC,NY-504,318746,"Smaller Cities, Counties, and Regional CoCs",42,31,0.738095238,23,20,23,20,85,1,5,10,1.18E-02,5.88E-02,0.117647059,255,21,2,9.52E-02,3,0.142857143,4,0.19047619,19,5,0.263157895,2,0.105263158,7,0.368421053,233,226,0,0,0,NA,228,112,0.49122807,85,71,0.835294118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",NY-505,8475964,"Smaller Cities, Counties, and Regional CoCs",727,673,0.925722146,37,23,57,27,1833,274,415,579,0.149481724,0.226404801,0.315875614,4990,582,38,6.53E-02,72,0.12371134,96,0.164948454,392,96,0.244897959,165,0.420918367,205,0.522959184,3313,3452,199,23,23,0.231155779,3885,1915,0.492921493,1369,1322,0.965668371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,Schenectady City & County CoC,NY-507,3859980,"Smaller Cities, Counties, and Regional CoCs",159,146,0.918238994,54,34,65,34,1059,47,78,119,4.44E-02,7.37E-02,0.112370161,1944,177,26,0.146892655,50,0.282485876,73,0.412429379,124,22,0.177419355,53,0.427419355,69,0.556451613,1476,1764,0,0,0,NA,1675,775,0.462686567,508,474,0.933070866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",NY-508,11655799,"Smaller Cities, Counties, and Regional CoCs",932,816,0.875536481,37,20,61,23,1971,148,270,402,7.51E-02,0.136986301,0.203957382,5183,702,60,8.55E-02,240,0.341880342,267,0.38034188,379,48,0.126649077,117,0.308707124,155,0.408970976,3751,4071,352,21,186,0.588068182,4447,1753,0.394198336,1084,1047,0.965867159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,Ithaca/Tompkins County CoC,NY-510,209140,"Smaller Cities, Counties, and Regional CoCs",40,36,0.9,24,15,37,16,240,8,28,49,3.33E-02,0.116666667,0.204166667,439,33,1,3.03E-02,7,0.212121212,8,0.242424242,57,9,0.157894737,6,0.105263158,13,0.228070175,338,389,0,0,0,NA,377,196,0.519893899,120,103,0.858333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",NY-511,1591655,"Smaller Cities, Counties, and Regional CoCs",235,219,0.931914894,25,13,58,15,479,22,36,65,4.59E-02,7.52E-02,0.135699374,1873,159,17,0.106918239,10,6.29E-02,23,0.144654088,196,21,0.107142857,39,0.198979592,56,0.285714286,1452,1565,0,0,0,NA,1550,768,0.495483871,439,383,0.872437358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,Troy/Rensselaer County CoC,NY-512,3219814,"Smaller Cities, Counties, and Regional CoCs",89,87,0.97752809,36,23,46,26,587,48,66,113,8.18E-02,0.112436116,0.192504259,762,200,12,0.06,80,0.4,89,0.445,54,7,0.12962963,30,0.555555556,36,0.666666667,590,700,51,11,25,0.705882353,714,372,0.521008403,591,559,0.945854484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,"Wayne, Ontario, Seneca, Yates Counties CoC",NY-513,303702,"Smaller Cities, Counties, and Regional CoCs",335,335,1,50,30,82,45,12,0,1,8,0,8.33E-02,0.666666667,835,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,738,801,0,0,0,NA,657,204,0.310502283,142,124,0.873239437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,"Jamestown, Dunkirk/Chautauqua County CoC",NY-514,201899,"Smaller Cities, Counties, and Regional CoCs",102,102,1,33,22,420,77,134,10,11,15,7.46E-02,8.21E-02,0.111940299,198,53,0,0,3,5.66E-02,3,5.66E-02,7,0,0,3,0.428571429,3,0.428571429,113,226,0,0,0,NA,163,106,0.650306748,37,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,Clinton County CoC,NY-516,146634,"Smaller Cities, Counties, and Regional CoCs",125,125,1,134,84,134,84,349,16,32,43,4.58E-02,9.17E-02,0.123209169,73,12,0,0,3,0.25,3,0.25,0,0,NA,0,NA,0,NA,47,63,5,0,2,0.4,47,31,0.659574468,75,72,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,"Utica, Rome/Oneida, Madison Counties CoC",NY-518,3200761,"Smaller Cities, Counties, and Regional CoCs",136,80,0.588235294,36,26,51,30,421,6,24,42,1.43E-02,5.70E-02,9.98E-02,652,198,27,0.136363636,50,0.252525253,73,0.368686869,205,42,0.204878049,36,0.175609756,76,0.370731707,499,663,0,0,0,NA,679,486,0.715758468,605,558,0.92231405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,"Columbia, Greene Counties CoC",NY-519,450819,"Smaller Cities, Counties, and Regional CoCs",0,0,NA,0,0,0,0,39,0,0,0,0,0,0,0,24,3,0.125,6,0.25,8,0.333333333,3,0,0,1,0.333333333,1,0.333333333,0,35,0,0,0,NA,32,16,0.5,44,41,0.931818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,"Franklin, Essex Counties CoC",NY-520,80261,"Smaller Cities, Counties, and Regional CoCs",4,4,1,49,16,52,18,92,1,7,12,1.09E-02,7.61E-02,0.130434783,208,12,2,0.166666667,1,8.33E-02,3,0.25,4,0,0,1,0.25,1,0.25,179,187,0,0,0,NA,165,71,0.43030303,36,36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,"Jefferson, Lewis, St. Lawrence Counties CoC",NY-522,1253146,"Smaller Cities, Counties, and Regional CoCs",60,60,1,16,10,67,16,635,24,51,90,3.78E-02,8.03E-02,0.141732283,730,69,7,0.101449275,19,0.275362319,26,0.376811594,154,12,7.79E-02,19,0.123376623,28,0.181818182,571,909,0,0,0,NA,1018,741,0.727897839,360,347,0.963888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",NY-523,1529015,"Smaller Cities, Counties, and Regional CoCs",95,95,1,38,19,61,25,474,47,52,67,9.92E-02,0.109704641,0.141350211,560,57,3,5.26E-02,13,0.228070175,15,0.263157895,35,8,0.228571429,16,0.457142857,24,0.685714286,423,603,1,0,1,1,619,374,0.604200323,195,188,0.964102564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,New York City CoC,NY-600,106684572,Major Cities,73955,71924,0.972537354,268,180,273,183,39275,4741,6579,9062,0.120712922,0.167511139,0.230732018,135049,5817,369,6.34E-02,2086,0.358604091,2298,0.395048994,882,153,0.173469388,410,0.464852608,523,0.592970522,61421,62739,2815,341,301,0.228063943,76024,35241,0.463550984,11814,11595,0.981462671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,Poughkeepsie/Dutchess County CoC,NY-601,1297157,"Smaller Cities, Counties, and Regional CoCs",342,341,0.997076023,67,30,158,50,475,74,88,104,0.155789474,0.185263158,0.218947368,1234,116,14,0.120689655,5,4.31E-02,19,0.163793103,99,21,0.212121212,12,0.121212121,33,0.333333333,749,819,0,0,0,NA,955,308,0.322513089,259,242,0.934362934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,"Newburgh, Middletown/Orange County CoC",NY-602,2549566,"Smaller Cities, Counties, and Regional CoCs",262,242,0.923664122,53,33,65,40,712,55,95,190,7.72E-02,0.133426966,0.266853933,1396,190,24,0.126315789,30,0.157894737,48,0.252631579,46,11,0.239130435,10,0.217391304,19,0.413043478,1031,1071,0,0,0,NA,1070,490,0.457943925,355,335,0.943661972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,"Nassau, Suffolk Counties CoC",NY-603,11808209,"Smaller Cities, Counties, and Regional CoCs",3219,3000,0.931966449,159,91,169,97,1915,104,174,278,5.43E-02,9.09E-02,0.145169713,6898,558,54,9.68E-02,169,0.302867384,196,0.35125448,85,16,0.188235294,25,0.294117647,38,0.447058824,4227,4642,168,2,26,0.166666667,4479,1831,0.408796606,2127,1998,0.939351199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,"Yonkers, Mount Vernon/Westchester County CoC",NY-604,17058955,"Smaller Cities, Counties, and Regional CoCs",1763,1763,1,109,49,222,102,1617,95,176,309,5.88E-02,0.108843537,0.19109462,4744,909,61,6.71E-02,271,0.298129813,315,0.346534653,389,69,0.177377892,81,0.208226221,132,0.33933162,2227,2714,55,16,26,0.763636364,2836,805,0.283850494,2972,2924,0.98384926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NY,Rockland County CoC,NY-606,803640,"Smaller Cities, Counties, and Regional CoCs",76,56,0.736842105,50,16,52,17,41,1,5,6,2.44E-02,0.12195122,0.146341463,239,17,1,5.88E-02,2,0.117647059,3,0.176470588,1,1,1,0,0,1,1,148,162,0,0,0,NA,217,54,0.248847926,94,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
